"location","violation_desc","lon","lat","violation"
"200 BELGRADE ST","CORNER CLEARANCE",-75.134262,39.972398,"CORNER CLEARANCE"
"3000 ELLA ST","SIDEWALK",-75.1272982355655,39.9953285876837,"SIDEWALK"
"400 TREE ST","SIDEWALK",-75.155233,39.920812,"SIDEWALK"
"1600 S 6TH ST","CROSSWALK",-75.155252,39.928637,"CROSSWALK"
"1500 MARSHALL ST","SIDEWALK",-75.155687,39.92925,"SIDEWALK"
"300 SAINT MARKS ST","SIDEWALK",-75.208048,39.951765,"SIDEWALK"
"1100 S 20TH ST","CORNER CLEARANCE",-75.176427,39.938493,"CORNER CLEARANCE"
"900 W ERIE AVE","CORNER CLEARANCE",-75.1430600307688,40.0081917899443,"CORNER CLEARANCE"
"900 W ERIE AVE","CORNER CLEARANCE",-75.1430600307688,40.0081917899443,"CORNER CLEARANCE"
"2213 S JUNIPER ST","SIDEWALK",-75.169147,39.922495,"SIDEWALK"
"200 E GIRARD AVE","CORNER CLEARANCE",-75.1334202335585,39.9691594712269,"CORNER CLEARANCE"
"2200 PENNSYLVANIA AVE","SIDEWALK   CC",-75.175788,39.963997,"SIDEWALK"
"2200 BROWN ST","CROSSWALK",-75.174847,39.969715,"CROSSWALK"
"1800 WHARTON ST","CORNER CLEARANCE",-75.1742798612053,39.9350116466301,"CORNER CLEARANCE"
"1800 CEDAR ST","CORNER CLEARANCE",-75.12742,39.976875,"CORNER CLEARANCE"
"2000 LUDLOW ST","SIDEWALK   CC",-75.174857,39.952728,"SIDEWALK"
"600 WATKINS ST","SIDEWALK",-75.1564232381596,39.9272209485777,"SIDEWALK"
"600 WATKINS ST","CROSSWALK",-75.1564232381596,39.9272209485777,"CROSSWALK"
"1700 N ROBINSON ST","CORNER CLEARANCE",-75.2431055683358,39.9778568048879,"CORNER CLEARANCE"
"1229 WOOD ST","SIDEWALK   CC",-75.159363,39.958492,"SIDEWALK"
"800 MOYER ST","CROSSWALK",-75.125288,39.973122,"CROSSWALK"
"335 E PRICE ST","SIDEWALK",-75.1718907177224,40.0401353078924,"SIDEWALK"
"1399 W TIOGA ST","SIDEWALK",-75.150802,40.00583,"SIDEWALK"
"3000 W GIRARD AVE","SIDEWALK",-75.1858931220791,39.9748783219148,"SIDEWALK"
"3037 W GIRARD AVE","SIDEWALK",-75.1858931220791,39.9748783219148,"SIDEWALK"
"3400 REACH ST","CORNER CLEARANCE",-75.1152831300316,40.000689465926,"CORNER CLEARANCE"
"732 REED ST","CORNER CLEARANCE",-75.1576425082224,39.9315898296307,"CORNER CLEARANCE"
"910 CHERRY ST","SIDEWALK   CC",-75.155223,39.954385,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155188,39.954353,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155237,39.954188,"SIDEWALK"
"1 N 10TH ST","SIDEWALK   CC",-75.15647,39.953168,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155185,39.95434,"SIDEWALK"
"99 N 10TH ST","SIDEWALK   CC",-75.156452,39.953262,"SIDEWALK"
"1100 RACE ST","SIDEWALK   CC",-75.158312,39.955657,"SIDEWALK"
"1100 RACE ST","SIDEWALK   CC",-75.158407,39.955832,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155178,39.954337,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155345,39.954273,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.1552,39.953655,"SIDEWALK"
"1200 CUTHBERT ST","SIDEWALK   CC",-75.160008,39.95361,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155242,39.954417,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75,40,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155277,39.954348,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.15521,39.954287,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155183,39.954417,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155835,39.954615,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155255,39.954437,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155288,39.954487,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155317,39.954278,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.156083,39.952285,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155153,39.954305,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155137,39.95428,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155188,39.954105,"SIDEWALK"
"1100 RACE ST","SIDEWALK   CC",-75.15843,39.955715,"SIDEWALK"
"1 N 10TH ST","SIDEWALK   CC",-75.156417,39.953207,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155163,39.954263,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155215,39.954267,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155188,39.954327,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.15526,39.954408,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155162,39.95411,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155192,39.954418,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155297,39.954467,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155282,39.954475,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155253,39.954455,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155142,39.954522,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155287,39.954418,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155247,39.954322,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155232,39.954402,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.15529,39.954482,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.15534,39.954345,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155468,39.954325,"SIDEWALK"
"127 N 10TH ST","SIDEWALK   CC",-75.15624,39.954268,"SIDEWALK"
"1200 CUTHBERT ST","SIDEWALK   CC",-75.160312,39.953305,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155217,39.954395,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155142,39.954248,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155143,39.95436,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155142,39.95434,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155232,39.954402,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155255,39.954492,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155088,39.95434,"SIDEWALK"
"1100 RACE ST","SIDEWALK   CC",-75.158408,39.955718,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155205,39.954298,"SIDEWALK"
"910 CHERRY ST","SIDEWALK   CC",-75.155293,39.954338,"SIDEWALK"
"900 CHERRY ST","SIDEWALK   CC",-75.155147,39.954283,"SIDEWALK"
"916 CHERRY ST","SIDEWALK   CC",-75.155318,39.954373,"SIDEWALK"
"4600 DARRAH ST","CORNER CLEARANCE",-75.08232,40.016055,"CORNER CLEARANCE"
"300 N ORIANNA ST","CROSSWALK    CC",-75.145248,39.95591,"CROSSWALK"
"300 N ORIANNA ST","CROSSWALK    CC",-75.145337,39.956073,"CROSSWALK"
"2100 N 11TH ST","CORNER CLEARANCE",-75.151142,39.984017,"CORNER CLEARANCE"
"100 CHESTNUT ST","CROSSWALK    CC",-75.1428741250098,39.9482248949495,"CROSSWALK"
"1400 WOLF ST","CORNER CLEARANCE",-75.171942,39.922138,"CORNER CLEARANCE"
"1527 S 5TH ST","CORNER CLEARANCE",-75.153557,39.929025,"CORNER CLEARANCE"
"600 RODMAN ST","SIDEWALK   CC",-75.152707,39.942388,"SIDEWALK"
"700 EMILY ST","SIDEWALK",-75.159382,39.923947,"SIDEWALK"
"3800 PEARL ST","SIDEWALK",-75.1978383634868,39.9600339868995,"SIDEWALK"
"600 N 22ND ST","CORNER CLEARANCE",-75.173875,39.966677,"CORNER CLEARANCE"
"1600 CUTHBERT ST","SIDEWALK   CC",-75.167343,39.955048,"SIDEWALK"
"3400 N LEE ST","SIDEWALK",-75.1278096460643,40.0022881650747,"SIDEWALK"
"5900 N 2ND ST","CORNER CLEARANCE",-75.1241441888842,40.0406192437807,"CORNER CLEARANCE"
"1500 S 4TH ST","CORNER CLEARANCE",-75.152035,39.929152,"CORNER CLEARANCE"
"1600 LATIMER ST","SIDEWALK   CC",-75.16911,39.948047,"SIDEWALK"
"2400 S 17TH ST","CROSSWALK",-75.175613,39.920038,"CROSSWALK"
"1500 MOORE ST","CORNER CLEARANCE",-75.170662,39.928293,"CORNER CLEARANCE"
"4500 BAKER ST","SIDEWALK",-75.22913,40.030298,"SIDEWALK"
"112 RIPKA ST","CORNER CLEARANCE",-75,40,"CORNER CLEARANCE"
"3815 PEARL ST","SIDEWALK",-75.197762,39.960032,"SIDEWALK"
"500 WOLF ST","CROSSWALK",-75.155685,39.92005,"CROSSWALK"
"800 SANSOM ST","SIDEWALK   CC",-75.154865,39.949012,"SIDEWALK"
"1100 SANSOM ST","SIDEWALK   CC",-75.158967,39.949595,"SIDEWALK"
"800 SANSOM ST","SIDEWALK   CC",-75.154928,39.948747,"SIDEWALK"
"1100 SANSOM ST","SIDEWALK   CC",-75.158945,39.94937,"SIDEWALK"
"1 E ALLEN ST","SIDEWALK",-75.135452,39.965427,"SIDEWALK"
"800 SANSOM ST","SIDEWALK   CC",-75.154418,39.949347,"SIDEWALK"
"400 RITNER ST","CORNER CLEARANCE",-75.1545290434538,39.9185829928124,"CORNER CLEARANCE"
"100 S VAN PELT ST","SIDEWALK   CC",-75.176362,39.952157,"SIDEWALK"
"500 N FRONT ST","SIDEWALK   CC",-75.1394673073718,39.9584908773384,"SIDEWALK"
"1900 CHESTNUT ST","CROSSWALK    CC",-75.172293,39.952358,"CROSSWALK"
"300 N 12TH ST","CORNER CLEARANCE  CC",-75.158542,39.95846,"CORNER CLEARANCE"
"161 W THELMA ST","SIDEWALK",-75.1272091986897,40.0204988630881,"SIDEWALK"
"4200 N 8TH ST","SIDEWALK",-75.1399232843718,40.0164802257081,"SIDEWALK"
"2126 S 7TH ST","CORNER CLEARANCE",-75.1584147665532,39.9218777178844,"CORNER CLEARANCE"
"600 RODMAN ST","SIDEWALK   CC",-75.153362,39.942538,"SIDEWALK"
"4500 BAKER ST","SIDEWALK",-75.226393,40.027742,"SIDEWALK"
"1800 FRANCIS ST","CORNER CLEARANCE",-75.1671646497582,39.9678347579429,"CORNER CLEARANCE"
"3400 REACH ST","SIDEWALK",-75.1152831300316,40.000689465926,"SIDEWALK"
"1600 FRENCH ST","SIDEWALK",-75.1603648318994,39.9863227129781,"SIDEWALK"
"1 E PRICE ST","SIDEWALK",-75.175263,40.03681,"SIDEWALK"
"700 S 55TH ST","CORNER CLEARANCE",-75.233164150499,39.9494403040407,"CORNER CLEARANCE"
"500 WOLF ST","CROSSWALK",-75.157097,39.920188,"CROSSWALK"
"4500 HIGH ST","SIDEWALK",-75.227973,40.028238,"SIDEWALK"
"499 N 38TH ST","CROSSWALK",-75.197123,39.961538,"CROSSWALK"
"1500 S 7TH ST","CROSSWALK",-75.15694,39.928952,"CROSSWALK"
"1 CATHARINE ST","CROSSWALK",-75.1427739400228,39.9369593095467,"CROSSWALK"
"1100 TASKER ST","CORNER CLEARANCE",-75.1632971421484,39.9298213930693,"CORNER CLEARANCE"
"1500 RITNER ST","CROSSWALK",-75.172205,39.920915,"CROSSWALK"
"4205 ROBBINS ST","SIDEWALK",-75.0580288430508,40.025434576208,"SIDEWALK"
"1700 TULIP ST","CORNER CLEARANCE",-75.130945,39.975717,"CORNER CLEARANCE"
"1600 JACKSON ST","CROSSWALK",-75.17349360553,39.9235937822999,"CROSSWALK"
"4229 ROMAIN ST","SIDEWALK",-75.0913844606046,40.0092470049616,"SIDEWALK"
"6800 BUIST AVE","CORNER CLEARANCE",-75.2332864259016,39.9179661295453,"CORNER CLEARANCE"
"1900 MANTON ST","SIDEWALK",-75.176492,39.936728,"SIDEWALK"
"5900 MANNING ST","SIDEWALK",-75.2408149971195,39.9568416802373,"SIDEWALK"
"1200 SHUNK ST","CORNER CLEARANCE",-75.167368,39.917627,"CORNER CLEARANCE"
"1900 MORAVIAN ST","SIDEWALK   CC",-75.172483,39.950875,"SIDEWALK"
"6300 WHEELER ST","SIDEWALK",-75.229337034842,39.924330545924,"SIDEWALK"
"850 N 9TH ST","SIDEWALK",-75.1518144728219,39.966859140846,"SIDEWALK"
"800 N 9TH ST","SIDEWALK",-75.1519031712467,39.9662610144504,"SIDEWALK"
"1000 S 21ST ST","CROSSWALK",-75.177982,39.940433,"CROSSWALK"
"1500 MARSHALL ST","SIDEWALK",-75.15573,39.92896,"SIDEWALK"
"1500 MARSHALL ST","SIDEWALK",-75.15575,39.92889,"SIDEWALK"
"900 N TANEY ST","SIDEWALK",-75.17975,39.973688,"SIDEWALK"
"100 ELLEN ST","SIDEWALK",-75.138662,39.964487,"SIDEWALK"
"100 ELLEN ST","SIDEWALK",-75.13876,39.964443,"SIDEWALK"
"426 E ALLEGHENY AVE","SIDEWALK",-75.12198,39.997695,"SIDEWALK"
"2200 FAIRHILL ST","SIDEWALK",-75.15657,39.920213,"SIDEWALK"
"1300 N 58TH ST","CROSSWALK",-75.2361035575576,39.9725156304878,"CROSSWALK"
"400 CROSS ST","SIDEWALK",-75.153575,39.928977,"SIDEWALK"
"1600 S BROAD ST","CROSSWALK",-75.168557,39.929127,"CROSSWALK"
"1100 KATER ST","SIDEWALK   CC",-75.161043,39.942707,"SIDEWALK"
"600 RODMAN ST","SIDEWALK   CC",-75.153217,39.942537,"SIDEWALK"
"200 TROTTER ST","SIDEWALK   CC",-75.144497,39.948997,"SIDEWALK"
"200 TROTTERS ALY","SIDEWALK   CC",-75.144567,39.948805,"SIDEWALK"
"1000 S PAXON ST","SIDEWALK",-75.2214883235552,39.9436123654514,"SIDEWALK"
"1600 MANTON ST","SIDEWALK",-75.1713452552115,39.9359041998718,"SIDEWALK"
"200 N WATER ST","CORNER CLEARANCE  CC",-75.14044,39.954188,"CORNER CLEARANCE"
"1100 DAY ST","SIDEWALK",-75.133017,39.969063,"SIDEWALK"
"1100 DAY ST","SIDEWALK",-75.132958,39.96894,"SIDEWALK"
"6000 BINGHAM ST","CROSSWALK",-75.0977760516009,40.0441122096184,"CROSSWALK"
"500 COMLY ST","CROSSWALK",-75.1007392587558,40.0448249231774,"CROSSWALK"
"600 ORIANNA ST","CORNER CLEARANCE",-75.143782,39.963627,"CORNER CLEARANCE"
"300 DURFOR ST","CROSSWALK",-75.1531016844624,39.9192365448923,"CROSSWALK"
"300 DURFOR ST","CROSSWALK",-75.1531016844624,39.9192365448923,"CROSSWALK"
"1900 S JESSUP ST","CORNER CLEARANCE",-75.164535,39.926217,"CORNER CLEARANCE"
"2000 S 10TH ST","CROSSWALK",-75.159573,39.92428,"CROSSWALK"
"700 MERCY ST","SIDEWALK",-75.158123,39.92338,"SIDEWALK"
"700 MERCY ST","SIDEWALK",-75.158415,39.923252,"SIDEWALK"
"700 MERCY ST","SIDEWALK",-75.15822,39.923372,"SIDEWALK"
"700 MERCY ST","SIDEWALK",-75.158203,39.923427,"SIDEWALK"
"1300 DIAMOND ST","CROSSWALK",-75.155198,39.984475,"CROSSWALK"
"401 S 40TH ST","CROSSWALK    CC",-75.2033824287024,39.9503051670658,"CROSSWALK"
"1500 SWAIN ST","SIDEWALK",-75.1628126350651,39.9676987104147,"SIDEWALK"
"4523 SPRUCE ST","CORNER CLEARANCE",-75.2127217916513,39.9529435976582,"CORNER CLEARANCE"
"2000 S JUNIPER ST","CORNER CLEARANCE",-75.168462,39.924183,"CORNER CLEARANCE"
"1100 WALLACE ST","SIDEWALK",-75.156335,39.964397,"SIDEWALK"
"1300 CARLISLE ST","SIDEWALK",-75.168633,39.9333,"SIDEWALK"
"2000 RANSTEAD ST","SIDEWALK   CC",-75.17403,39.952697,"SIDEWALK"
"1700 CHANCELLOR ST","CROSSWALK    CC",-75.17082,39.949562,"CROSSWALK"
"4054 SPRUCE ST","CORNER CLEARANCE",-75.205538,39.952033,"CORNER CLEARANCE"
"1700 OLIVE ST","SIDEWALK",-75.1660601281825,39.9675791892134,"SIDEWALK"
"2200 S 5TH ST","CORNER CLEARANCE",-75.15536,39.920815,"CORNER CLEARANCE"
"2100 S 5TH ST","CORNER CLEARANCE",-75.155378,39.921357,"CORNER CLEARANCE"
"2200 S 5TH ST","CORNER CLEARANCE",-75.155408,39.920772,"CORNER CLEARANCE"
"2200 AMBER ST","CORNER CLEARANCE",-75.1306341944634,39.9813923208222,"CORNER CLEARANCE"
"3000 RUTH ST","CORNER CLEARANCE",-75.1166983968638,39.9940594937099,"CORNER CLEARANCE"
"1700 REED ST","CROSSWALK",-75.172773,39.933503,"CROSSWALK"
"700 EMILY ST","SIDEWALK",-75.1587919363087,39.9237788920995,"SIDEWALK"
"1100 MERCY ST","CROSSWALK",-75.16588,39.924337,"CROSSWALK"
"900 N PENN ST","SIDEWALK",-75.13507,39.962768,"SIDEWALK"
"4200 CRESSON ST","CORNER CLEARANCE",-75.22041,40.024788,"CORNER CLEARANCE"
"4200 CRESSON ST","CORNER CLEARANCE",-75.220443,40.024862,"CORNER CLEARANCE"
"100 N CLIFTON ST","SIDEWALK   CC",-75.1571728895104,39.9547897749741,"SIDEWALK"
"1821 S 6TH ST","SIDEWALK",-75.1559568159393,39.9257121469402,"SIDEWALK"
"1800 S 6TH ST","SIDEWALK",-75.155772,39.925967,"SIDEWALK"
"1700 PANAMA ST","SIDEWALK   CC",-75.170528,39.94663,"SIDEWALK"
"100 SPRUCE ST","SIDEWALK   CC",-75.144663,39.944418,"SIDEWALK"
"200 WILDEY ST","SIDEWALK",-75.132052,39.968205,"SIDEWALK"
"3815 PEARL ST","SIDEWALK",-75.197712,39.959948,"SIDEWALK"
"1500 S 6TH ST","CORNER CLEARANCE",-75.155095,39.929503,"CORNER CLEARANCE"
"2400 S 12TH ST","CROSSWALK",-75.166877,39.920283,"CROSSWALK"
"1800 MEMPHIS ST","CROSSWALK",-75.129587,39.975952,"CROSSWALK"
"1800 MEMPHIS ST","CROSSWALK",-75.129605,39.97599,"CROSSWALK"
"912 W ERIE AVE","SIDEWALK",-75.1430600307688,40.0081917899443,"SIDEWALK"
"200 SUMAC ST","CROSSWALK",-75.2051134412726,40.0190521319849,"CROSSWALK"
"400 N 39TH ST","CROSSWALK",-75.199467,39.961488,"CROSSWALK"
"700 RODMAN ST","SIDEWALK   CC",-75.154715,39.942748,"SIDEWALK"
"200 CHESTNUT ST","SIDEWALK   CC",-75.14539,39.948538,"SIDEWALK"
"199 SPRUCE ST","SIDEWALK   CC",-75.144707,39.944473,"SIDEWALK"
"616 KATER ST","SIDEWALK   CC",-75.153055,39.941738,"SIDEWALK"
"4100 O ST","CORNER CLEARANCE",-75.096453,40.00844,"CORNER CLEARANCE"
"5500 WISSAHICKON AVE","CORNER CLEARANCE",-75.181733,40.02579,"CORNER CLEARANCE"
"311 N 11TH ST","CORNER CLEARANCE  CC",-75.1570178010529,39.9576419838642,"CORNER CLEARANCE"
"4400 CRESSON ST","CORNER CLEARANCE",-75.225648,40.027018,"CORNER CLEARANCE"
"1000 TASKER ST","CROSSWALK",-75.161603,39.929598,"CROSSWALK"
"1 ELLEN ST","CORNER CLEARANCE",-75.134715,39.963122,"CORNER CLEARANCE"
"1 ELLEN ST","CORNER CLEARANCE",-75.134612,39.963115,"CORNER CLEARANCE"
"1400 MIFFLIN ST","CORNER CLEARANCE",-75.1695559372148,39.9268611600002,"CORNER CLEARANCE"
"202 SULIS ST","SIDEWALK",-75.1289507852663,40.0258078448058,"SIDEWALK"
"2000 BRANDYWINE ST","SIDEWALK",-75.17142,39.964442,"SIDEWALK"
"800 SHUNK ST","CROSSWALK",-75.161137,39.916833,"CROSSWALK"
"800 N 27TH ST","CROSSWALK",-75.1811145768605,39.9710560827803,"CROSSWALK"
"1900 S ALDER ST","CORNER CLEARANCE",-75.163167,39.924763,"CORNER CLEARANCE"
"899 STILLMAN ST","CROSSWALK",-75.178418,39.971287,"CROSSWALK"
"500 SHUNK ST","SIDEWALK",-75.1566750149768,39.916299874744,"SIDEWALK"
"157 EAST ST","SIDEWALK",-75.214843,40.022062,"SIDEWALK"
"157 EAST ST","SIDEWALK",-75.214822,40.022003,"SIDEWALK"
"100 EAST ST","SIDEWALK",-75.2150253372476,40.0219285501221,"SIDEWALK"
"157 EAST ST","SIDEWALK",-75.214763,40.022013,"SIDEWALK"
"100 EAST ST","SIDEWALK",-75.21479,40.02209,"SIDEWALK"
"157 EAST ST","SIDEWALK",-75.214758,40.022112,"SIDEWALK"
"13 S 20TH ST","CORNER CLEARANCE  CC",-75.173325,39.95253,"CORNER CLEARANCE"
"1500 LATIMER ST","SIDEWALK   CC",-75.167253,39.948002,"SIDEWALK"
"200 S 8TH ST","CORNER CLEARANCE  CC",-75.15411,39.94783,"CORNER CLEARANCE"
"200 S 8TH ST","CORNER CLEARANCE  CC",-75.154158,39.947725,"CORNER CLEARANCE"
"200 S 8TH ST","CROSSWALK    CC",-75.153932,39.94749,"CROSSWALK"
"1200 CUTHBERT ST","SIDEWALK   CC",-75.16087,39.953623,"SIDEWALK"
"200 GREENE ST","CORNER CLEARANCE",-75.142423,39.961135,"CORNER CLEARANCE"
"2403 SUSQUEHANNA AVE","CROSSWALK",-75.127328,39.976742,"CROSSWALK"
"900 N TANEY ST","SIDEWALK",-75.1797910404029,39.9734063004051,"SIDEWALK"
"200 N 35TH ST","CROSSWALK",-75.192403,39.958782,"CROSSWALK"
"400 FULTON ST","SIDEWALK",-75.150715,39.93864,"SIDEWALK"
"429 FULTON ST","SIDEWALK",-75.150765,39.938637,"SIDEWALK"
"429 FULTON ST","SIDEWALK",-75.150798,39.938728,"SIDEWALK"
"1600 CUTHBERT ST","SIDEWALK   CC",-75.169833,39.95658,"SIDEWALK"
"2340 N BROAD ST","SIDEWALK",-75.1557645907666,39.9886245245188,"SIDEWALK"
"1300 SANSOM ST","SIDEWALK   CC",-75.162542,39.949788,"SIDEWALK"
"500 GREENWICH ST","SIDEWALK",-75.154942,39.92962,"SIDEWALK"
"500 GREENWICH ST","SIDEWALK",-75.154893,39.929565,"SIDEWALK"
"500 GREENWICH ST","SIDEWALK",-75.154912,39.929547,"SIDEWALK"
"238 SPARKS ST","SIDEWALK",-75.1246959746472,40.04458315916,"SIDEWALK"
"238 SPARKS ST","SIDEWALK",-75.1246959746472,40.04458315916,"SIDEWALK"
"2100 CHESTNUT ST","SIDEWALK   CC",-75.176775,39.952388,"SIDEWALK"
"1100 PORTER ST","CROSSWALK",-75.16694,39.918962,"CROSSWALK"
"700 EMILY ST","SIDEWALK",-75.1587919363087,39.9237788920995,"SIDEWALK"
"1400 DICKINSON ST","CORNER CLEARANCE",-75.16897,39.931823,"CORNER CLEARANCE"
"1400 DICKINSON ST","CORNER CLEARANCE",-75.1685790677749,39.9317588789461,"CORNER CLEARANCE"
"1100 PIERCE ST","CORNER CLEARANCE",-75.163598,39.92779,"CORNER CLEARANCE"
"2400 S JESSUP ST","CROSSWALK",-75.165983,39.91932,"CROSSWALK"
"2400 S JESSUP ST","CROSSWALK",-75.1659,39.919335,"CROSSWALK"
"2100 SOUTH ST","SIDEWALK   CC",-75.178217,39.945187,"SIDEWALK"
"2700 W STERNER ST","SIDEWALK",-75.1761359375996,39.9972238753421,"SIDEWALK"
"200 FLORIST ST","CORNER CLEARANCE  CC",-75.144802,39.95449,"CORNER CLEARANCE"
"1600 SELLERS ST","CROSSWALK",-75.086202,40.013795,"CROSSWALK"
"1800 S 6TH ST","CROSSWALK",-75.156105,39.925098,"CROSSWALK"
"500 SIGEL ST","CROSSWALK",-75.155877,39.925577,"CROSSWALK"
"6114 REEDLAND ST","SIDEWALK",-75.2261879936949,39.9258973137737,"SIDEWALK"
"800 S 20TH ST","CORNER CLEARANCE",-75.175785,39.94164,"CORNER CLEARANCE"
"400 ROOSEVELT BL","CROSSWALK",-75.13072,40.02476,"CROSSWALK"
"200 ROXBOROUGH AVE","CORNER CLEARANCE",-75.2185336702742,40.0267494724595,"CORNER CLEARANCE"
"1300 CHEW AVE","CORNER CLEARANCE",-75.143375,40.039712,"CORNER CLEARANCE"
"1200 CUTHBERT ST","SIDEWALK   CC",-75.159683,39.953418,"SIDEWALK"
"2600 S 67TH ST","CROSSWALK",-75.230794248045,39.9186358096495,"CROSSWALK"
"100 S 21ST ST","SIDEWALK   CC",-75.176402,39.952137,"SIDEWALK"
"100 S 21ST ST","SIDEWALK   CC",-75.175452,39.952135,"SIDEWALK"
"146 BREAD ST","SIDEWALK   CC",-75.143923,39.953492,"SIDEWALK"
"35 E PRICE ST","SIDEWALK",-75.1749484861922,40.0372129439087,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.158467,39.95084,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.157875,39.949397,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.15781,39.949302,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.157647,39.949028,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.157865,39.94984,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.158265,39.949263,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.15797,39.94896,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.158178,39.949648,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.157915,39.94941,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.158207,39.949345,"SIDEWALK"
"1000 SANSOM ST","SIDEWALK   CC",-75.157768,39.949347,"SIDEWALK"
"200 ROXBOROUGH AVE","CORNER CLEARANCE",-75.2185336702742,40.0267494724595,"CORNER CLEARANCE"
"200 GRAPE ST","CORNER CLEARANCE",-75.219927137791,40.0274180206545,"CORNER CLEARANCE"
"2000 SEPVIVA ST","CORNER CLEARANCE",-75.129892,39.978415,"CORNER CLEARANCE"
"1800 PANAMA ST","SIDEWALK   CC",-75.172283,39.946685,"SIDEWALK"
"752 MARTIN ST","SIDEWALK",-75.17465,39.942378,"SIDEWALK"
"752 MARTIN ST","SIDEWALK",-75.1746,39.942633,"SIDEWALK"
"1300 W RUSH ST","SIDEWALK",-75.153907,39.995968,"SIDEWALK"
"1300 W RUSH ST","SIDEWALK",-75.153785,39.995982,"SIDEWALK"
"3900 SANSOM ST","SIDEWALK   CC",-75.201707,39.954845,"SIDEWALK"
"1400 BROWN ST","CORNER CLEARANCE",-75.160335,39.982812,"CORNER CLEARANCE"
"1200 ATLANTIC ST","SIDEWALK",-75.149222,40.006303,"SIDEWALK"
"1300 KATER ST","SIDEWALK   CC",-75.16405,39.942935,"SIDEWALK"
"6400 WOODLAND AVE","CROSSWALK",-75.233795,39.926157,"CROSSWALK"
"1000 BIGLER ST","CROSSWALK",-75.165172,39.913428,"CROSSWALK"
"1400 HIGBEE ST","CROSSWALK",-75.0803243157525,40.0347227038965,"CROSSWALK"
"3200 N 15TH ST","CORNER CLEARANCE",-75.154203,40.003345,"CORNER CLEARANCE"
